,id_offre,entreprise,type_contrat,localisation,modalites_de_tetetravail,url,duree_du_contrat,tag recruteur_reactif,titre_job,date_publication
249,32992887,Scutum,                             CDI                         ,Niort - 79,,https://www.hellowork.com/fr-fr/emplois/32992887.html,,"
    
    Super recruteur
",                         Technicien Systèmes Alarmes et Domotiques H/F                     ,                                                                                       17/04/2023                     
250,32993135,Scutum,                             CDI                         ,Châteauroux - 36,,https://www.hellowork.com/fr-fr/emplois/32993135.html,,"
    
    Super recruteur
",                         Technicien Systèmes Alarmes et Domotiques H/F                     ,                                                                                       17/04/2023                     
251,34092703,PRISMA MEDIA,                             CDD                         ,Gennevilliers - 92,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/34092703.html,12 mois,,                         Chef de Projet Commercial B To B - Librairie - CDD H/F                     ,                         12/04/2023                     
252,34092700,PRISMA MEDIA,                             CDD                         ,Gennevilliers - 92,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/34092700.html,6 mois,,                         Digital Marketing Manager Junior - CDD H/F                     ,                         12/04/2023                     
253,29617893,EY,                             CDI                         ,Paris - Nanterre,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/29617893.html,,,                         Auditeurs - Auditrices IT - Consultants Débutants en Système d'Information - Secteur Financier H/F                     ,                         25/04/2023                     
254,32577677,CEA,                             CDD                         ,Grenoble - 38,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/32577677.html,12 mois,,                         Chargé d'Études Marketing Microélectronique H/F                     ,                         09/04/2023                     
255,34426828,Seyos,                             CDI                         ,Paris 9e - 75,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/34426828.html,,"
    
    Super recruteur
",                         Ingénieur Qa H/F                     ,                                                                                       20/04/2023                     
256,34629526,Nantes Métropole,                             CDI                         ,Nantes - 44,,https://www.hellowork.com/fr-fr/emplois/34629526.html,,,                         Data Manager H/F                     ,                         25/04/2023                     
257,32990736,Silkhom,                             CDI                         ,Grenoble - 38,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/32990736.html,,,                         Sysadmin DevOps - Editeur de Logiciel H/F                     ,                         17/04/2023                     
258,34027224,Inetum,                             CDI                         ,Nancy - 54,,https://www.hellowork.com/fr-fr/emplois/34027224.html,,,                         Ingénieur Cybersécurité H/F                     ,                         11/04/2023                     
259,34605223,Anaveo,                             CDI                         ,Chartres - 28,,https://www.hellowork.com/fr-fr/emplois/34605223.html,,,                         Business Developer Advanced- Dpt 28 H/F                     ,                                                                                       25/04/2023                     
260,34410621,EY,                             CDI                         ,Paris - Nanterre,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/34410621.html,,,                         Auditeurs - Auditrices Stagiaires en Systèmes d'Informations - Secteur Financier H/F                     ,                         19/04/2023                     
261,33199046,My PepIT Recrutement,                             CDI                         ,Paris - 75,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/33199046.html,,,                         DevOps Aws H/F                     ,                                                                                       22/04/2023                     
262,34058938,Cogedis,                             CDI                         ,Landerneau - 29,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/34058938.html,,,                         Conseiller Comptable Confirmé H/F                     ,                                                                                       12/04/2023                     
263,30349495,SNEF,                             CDI                         ,Maurepas - 78,,https://www.hellowork.com/fr-fr/emplois/30349495.html,,,                         Monteur CFO - CFA H/F                     ,                         16/04/2023                     
264,33690721,Cogedis,                             CDI                         ,Locminé - 56,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/33690721.html,,,                         Conseiller Comptable Agricole H/F                     ,                                                                                       02/04/2023                     
265,33188561,Scutum,                             CDI                         ,Albi - 81,,https://www.hellowork.com/fr-fr/emplois/33188561.html,,"
    
    Super recruteur
",                         Technicien Alarmes H/F                     ,                                                                                       22/04/2023                     
266,33188581,Scutum,                             CDI                         ,Montpellier - 34,,https://www.hellowork.com/fr-fr/emplois/33188581.html,,"
    
    Super recruteur
",                         Technicien Systèmes Alarmes et Domotiques H/F                     ,                                                                                       22/04/2023                     
267,34210061,Fortil,                             CDI                         ,Toulouse - 31,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/34210061.html,,,                         Développeur C# .Net H/F                     ,                                                                                       14/04/2023                     
268,34210016,Fortil,                             CDI                         ,Mauguio - 34,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/34210016.html,,,                         Développeur C# .Net H/F                     ,                                                                                       14/04/2023                     
