,id_offre,entreprise,type_contrat,localisation,modalites_de_tetetravail,url,duree_du_contrat,tag recruteur_reactif,titre_job,date_publication
999,33562977,Naval Group,CDI,Ollioules - 83,,https://www.hellowork.com/fr-fr/emplois/33562977.html,,,                         CDI - Ingénieur en Génie Électrique - Électromagnetisme H/F                     ,                         30/03/2023                     
1000,24909728,Accenture France,CDI,Blagnac - 31,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/24909728.html,,,                         Consultant Technology Strategy H/F                     ,                         26/04/2023                     
1001,34620786,Groupe Sigma,CDI,La Chapelle-sur-Erdre - 44,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/34620786.html,,,                         Expert.e Bi - CDI - 44 H/F                     ,                         25/04/2023                     
1002,22543440,SII Sud-Ouest,CDI,Bordeaux - 33,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/22543440.html,,,                         Développeur - Intégrateur Python Aéronautique H/F                     ,                         29/03/2023                     
1003,32141552,CGI,CDI,Amiens - 80,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/32141552.html,,,                         Consultant Innovation et Transformation Digitale SAP H/F                     ,                         30/03/2023                     
1004,32492946,BPCE Solutions informatiques,CDI,Aix-en-Provence - 13,,https://www.hellowork.com/fr-fr/emplois/32492946.html,,,                         Release Manager - Aix H/F                     ,                         07/04/2023                     
1005,32111414,Silkhom,CDI,Croix - 59,,https://www.hellowork.com/fr-fr/emplois/32111414.html,,,                         Ingénieur DevOps - Fabrication Robot Intelligent H/F                     ,                         30/03/2023                     
1006,33591233,Atos,CDI,Lille - 59,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/33591233.html,,,                         Architecte Google Cloud H/F                     ,                         30/03/2023                     
1007,31189825,CGI,CDI,Strasbourg - 67,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/31189825.html,,,                         Ingénieur de Tests H/F                     ,                         06/04/2023                     
1008,32473829,Taman,Intérim,Toulouse - 31,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/32473829.html,,,                         Ingenieur - Ingenieure Process Industriel H/F                     ,                         07/04/2023                     
1009,27435610,BPCE SA,CDI,Paris - 75,,https://www.hellowork.com/fr-fr/emplois/27435610.html,,,                         Product Owner Outils de Data Science H/F                     ,                         28/03/2023                     
1010,29781979,CGI,CDI,Toulouse - 31,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/29781979.html,,,                         Architecte Technique H/F                     ,                         31/03/2023                     
1011,26267367,Silkhom,CDI,Chartres - 28,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/26267367.html,,,                         Chef de Projet Mécanique - Domaine des Machines Spéciales H/F                     ,                                                                                       30/03/2023                     
1012,32266188,Atos,CDI,Bezons - 95,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/32266188.html,,,                         Data Architect H/F                     ,                         02/04/2023                     
1013,26477746,CGI,CDI,Strasbourg - 67,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/26477746.html,,,                         Consultant EDI - Data H/F                     ,                         04/04/2023                     
1014,31071906,Atos,CDI,Les Clayes-sous-Bois - 78,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/31071906.html,,,                         Ingénieur Senior Conception Carte Électronique H/F                     ,                         04/04/2023                     
1015,26368758,EY,CDI,Nanterre - 92,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/26368758.html,,,                         Consultant Expérimenté Asset Management - Gestion des Actifs H/F                     ,                         01/04/2023                     
1016,33700807,Atos,CDI,Échirolles - 38,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/33700807.html,,,                         Product Manager Software Hpc H/F                     ,                         03/04/2023                     
1017,32217298,Atos,CDI,Les Clayes-sous-Bois - 78,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/32217298.html,,,                         Chef de Projet H/F                     ,                         01/04/2023                     
1018,33467869,Atos,CDI,Bezons - 95,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/33467869.html,,,                         Responsable SIRH H/F                     ,                         28/03/2023                     
1019,26697489,EY,CDI,Nanterre - 92,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/26697489.html,,,                         Manager Data Performance Opérations et Supply Chain H/F                     ,                         09/04/2023                     
1020,34286708,Accenture France,CDI,Paris 1er - 75,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/34286708.html,,,                         Technology Consultant CNRE Chemicals Natural Resources Energy H/F                     ,                         17/04/2023                     
1021,22653251,CGI,CDI,Toulouse - 31,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/22653251.html,,,                         Développeur Microsoft Dynamics 365 - Power Platform H/F                     ,                         31/03/2023                     
1022,25174347,Accenture France,CDI,Paris 1er - 75,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/25174347.html,,,                         Consultant Expérimenté - Assurance H/F                     ,                         02/04/2023                     
1023,31021941,Happy to meet you,CDI,France,Télétravail complet,https://www.hellowork.com/fr-fr/emplois/31021941.html,,,                         Field Service Engineer H/F                     ,                         03/04/2023                     
1024,22568089,EY,CDI,Nanterre - 92,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/22568089.html,,,                         Data Strategist Expérimenté H/F                     ,                         30/03/2023                     
1025,31071884,Luminess,CDI,Cesson-Sévigné - 35,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/31071884.html,,,                         Chef de Projets Build Ops H/F                     ,                         04/04/2023                     
1026,30298543,Atos,CDI,Les Clayes-sous-Bois - 78,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/30298543.html,,,                         Ingénieur Développement Fpga H/F                     ,                         15/04/2023                     
1027,30298796,Atos,CDI,Bezons - 95,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/30298796.html,,,                         Ingénieur Commercial Cybersécurité Evidian H/F                     ,                         15/04/2023                     
1028,33475616,Thales,CDI,Gennevilliers - 92,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/33475616.html,,,                         Chef de Projet Data Science H/F                     ,                         28/03/2023                     
1029,33153961,CGI,CDI,Strasbourg - 67,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/33153961.html,,,                         Développeur Android H/F                     ,                         21/04/2023                     
1030,33153992,CGI,CDI,Strasbourg - 67,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/33153992.html,,,                         Développeur Ios H/F                     ,                         21/04/2023                     
1031,22488477,EY,CDI,Nanterre - 92,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/22488477.html,,,                         Consultant Senior en Gestion des Risques des Si Paris H/F                     ,                         28/03/2023                     
1032,33630048,SIA Partners,CDI,Paris 8e - 75,,https://www.hellowork.com/fr-fr/emplois/33630048.html,,,                         Consultant Senior Cybersécurité H/F                     ,                         31/03/2023                     
1033,31021954,Happy to meet you,CDI,France,Télétravail complet,https://www.hellowork.com/fr-fr/emplois/31021954.html,,,                         Field Service Engineer H/F                     ,                         03/04/2023                     
1034,22642176,BNP Paribas,CDI,Nanterre - 92,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/22642176.html,,,                         Expert Usage Python H/F                     ,                         31/03/2023                     
1035,30854708,BPCE SA,CDI,Charenton-le-Pont - 94,,https://www.hellowork.com/fr-fr/emplois/30854708.html,,,                         Architecte Cloud & Data H/F                     ,                         29/03/2023                     
1036,29792627,CGI,CDI,Toulouse - 31,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/29792627.html,,,                         Architecte et Expert Big Data H/F                     ,                         31/03/2023                     
1037,29792607,CGI,CDI,Paris 1er - 75,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/29792607.html,,,                         Architecte et Expert Big Data H/F                     ,                         31/03/2023                     
1038,33439775,BNP Paribas,CDI,Montreuil - 93,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/33439775.html,,,                         Bp²i - DBA Sqlserver H/F                     ,                         28/03/2023                     
